Id;Type;Month;Pond;C14:0;C14:1;C16:0;C18:0;C18:1;LIN;GLA;ALA;SDA;ARA;EPA;DHA;FAME;LCPUFA;SCPUFA;SFA;MUFA;PUFA;BFA;TFA;n3;n6;dw;filter;;;;TL
B77;Insect;September;Jag;0.834404935;0;4.527259347;1.667111127;6.823536981;8.752769517;0.259863;2.835679245;0.612862765;1.472646163;5.932364908;0.078953803;38.68;7.812362476;12.46117453;7.867481077;10.28940835;20.273537;4.735705137;0.347776311;9.623012988;10.65052401;;;;;;
B93;Insect;September;Kieb;0.499829609;0;5.658997613;2.250772459;5.08802119;10.47748143;0.137829129;12.03981363;0.275941907;1.441330613;4.254949854;0;45.49;5.826634766;22.9310661;9.434242338;7.074385037;28.75770086;1.966190364;0.395560982;16.66061433;12.09708653;;;;;;
B94;Insect;September;Kieb;1.501188341;0.021074626;21.57482318;4.870665551;11.95253832;10.686481;0.12394033;19.44919196;0.422906512;0.932641125;4.147349413;0;84.18;5.247410955;30.6825198;29.81666729;17.86244166;35.92993076;2.569015485;0.502337686;24.14843412;11.78149664;;;;;;
B90;Insect;September;NL;2.864689793;0;16.55477345;3.680198633;15.80122775;8.028101872;0.224103309;5.790375835;0.870372881;0.979845888;3.763168927;0.083207192;65.92;5.198410735;14.9129539;25.5667698;19.39723802;20.11136463;6.530091498;0.997411116;10.76044113;9.350923503;;;;;;
B81;Insect;September;Stadt;1.452514716;0.041382675;9.504311797;4.284913293;7.096260709;8.086496006;0.631763009;6.554675069;0.80425411;2.081748546;7.302256942;0.03903902;56.61;9.709058394;16.07718819;17.11179688;12.27251461;25.78624659;4.397322943;0.607548647;14.92003709;10.8662095;;;;;;
B82;Insect;September;Stadt;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;
F67;Seston;August;Dach;0.690853997;0;2.255423126;0.830528507;1.363170173;0.48747577;0.042941872;0.9576976;0.149681978;0.159147656;0.399892216;0.196611787;9.76;0.859695603;1.63779722;4.213042328;2.770881928;2.497492824;0.781122545;0.212570449;1.749978;0.747514824;300;4.62;;;;
F68;Seston;August;Dach;0.767599588;0;2.186288133;0.643495592;1.150557667;0.423775201;0.04882046;0.740801647;0.137561411;0.153158904;0.34095814;0.171782078;9.31;0.763239211;1.350958719;4.135981219;2.686257282;2.11419793;0.893859654;0.305836427;1.441525378;0.672672552;300;2.51;;;;
F69;Seston;August;Dach;0.804621379;0.007630325;2.307923514;0.66304246;1.205573352;0.4832227;0.054981887;0.987915912;0.172843126;0.171842071;0.40386135;0.207864376;10.09;0.863763264;1.698963625;4.310838754;2.882266924;2.562726889;0.845763892;0.307811215;1.836188631;0.726538259;250;3.85;;;;
F76;Seston;August;Durn;1.070413898;0;3.661227848;1.562379761;2.847888061;1.221629104;0.076246675;1.457919512;1.304912735;0.144336059;0.678339896;0.351269012;17.93;1.404791097;4.060708026;7.035010026;4.367118179;5.465499123;2.125875857;0.326424461;3.890920717;1.574578406;1500;3.04;;;;
F77;Seston;August;Durn;1.056854951;0;5.175687699;1.869573579;6.613027178;2.373639251;0.094802225;1.66808419;1.266350683;0.090461648;0.76607034;0.432610884;29.98;2.549260032;5.402876349;9.429174045;8.921502675;7.952136381;5.081857606;0.630268274;4.839447468;3.112688913;1500;2.28;;;;
F78;Seston;August;Durn;2.60418325;0;12.13490686;5.651496258;17.33718834;6.377994031;0.173356454;2.315229443;1.126972384;0;0;0.478831287;56.67;0.676828659;9.993552312;22.67551502;22.90195815;10.67038097;3.525495532;0.357589487;4.119030486;6.551350485;1500;1.7;;;;
F64;Seston;August;Eng;0.809592013;0;5.887843256;1.526410264;5.054796424;1.349721059;0.113468251;2.706843241;0.593893977;0.159254486;0.409429974;0.129613689;21.5;0.795870561;4.763926528;9.127335267;6.412912279;5.559797089;1.081008783;0.570158629;3.937353293;1.622443797;400;3.7;;;;
F65;Seston;August;Eng;0.681793463;0;5.47149868;0.942717321;4.82286978;1.249118476;0.098851325;2.448677943;0.034681546;0.149362984;0.36967573;0.118434902;19.31;0.791477189;3.831329289;7.812486685;6.362599783;4.622806478;1.193705938;0.433323142;3.102188041;1.520618437;400;3.5;;;;
F66;Seston;August;Eng;0.573976952;0;4.276496573;0.901420167;4.013961056;1.166306593;0.090872842;2.15649628;0.467178561;0.123084102;0.324787334;0.102670944;16.77;0.6731342;4.267826688;6.408998642;5.115883764;4.940960888;0.872348525;0.396510312;3.154255357;1.786705531;400;4.18;;;;
F70;Seston;August;Ger;1.091476493;0.015481183;5.065686579;0.781074215;1.799576781;1.211827339;0.046641197;3.766386937;0.443244243;0.119970908;0.494752072;0.21903615;17.63;0.969584627;5.468099716;7.234478033;3.701778473;6.437684343;0.74547837;0.102992622;4.9707163;1.466968044;150;4.57;;;;
F71;Seston;August;Ger;2.253453177;0.03644275;10.52633542;1.627839349;3.243872458;2.345619382;0.081726164;7.145453757;0.866138914;0.193004623;0.881118587;0.403493572;34.69;1.77737879;10.43893822;14.90145343;6.967572656;12.21631701;1.441180715;0.17056331;9.389401946;2.826915061;150;3.96;;;;
F72;Seston;August;Ger;2.064601934;0.032366797;9.517016644;1.47726157;2.919171705;2.286581719;0.057571416;6.990885991;0.040355366;0.19101936;0.90821821;0.428641074;31.78;1.866855921;9.375394491;13.62333765;6.275441713;11.24225041;1.415795484;0.255136752;8.461293371;2.780957041;150;4.02;;;;
F58;Seston;August;Herr;0.786620304;0;2.920661409;0.558294185;1.579054276;0.709916761;0.055788012;1.460775578;0.014230724;0.125012778;0.700598552;0.186952163;11.94;1.130610257;2.240711075;4.703528334;3.453049639;3.371321332;0.880399342;0.23993495;2.460528036;0.910793296;150;4.08;;;;
F59;Seston;August;Herr;0.927216137;0;3.479597222;0.650114009;1.789221406;0.871549075;0.058048884;1.729432791;0.457576031;0.139620189;0.849255542;0.206612329;14.58;1.337776841;3.116606781;5.592083141;4.047492191;4.454383622;1.035988374;0.284724996;3.36175384;1.092629782;150;4.54;;;;
F60;Seston;August;Herr;1.061626296;0;4.040996908;0.973164269;2.116040521;0.97988993;0.077374572;2.105211935;0.02089529;0.166041477;0.97640057;0.253644697;16.76;1.558839145;3.183371726;6.780519507;4.672053272;4.742210872;1.168257844;0.388927438;3.492660105;1.249550767;150;4.09;;;;
F55;Seston;August;Jag;0.580369957;0;2.653527938;0.724004492;1.347189308;0.603000307;0.035648466;1.089579781;0.318947845;0.074230725;0.289113855;0.106618237;9.8;0.590455776;2.047176398;4.35943621;2.445736918;2.637632175;0.759750858;0.208812202;1.886769765;0.75086241;450;3.99;;;;
F56;Seston;August;Jag;0.66097483;0;3.402777148;1.054675852;1.881176409;0.791014902;0.042163276;1.544872931;0.474733201;0.089120843;0.351383691;0.141124065;12.91;0.735584283;2.85278431;5.675533354;3.156578042;3.588368593;0.965711074;0.330626311;2.614178838;0.974189755;450;4.22;;;;
F57;Seston;August;Jag;0.577866047;0;2.750743976;0.760290286;1.588543781;0.708487541;0.035908006;1.090303984;0.325181344;0.069474251;0.245220523;0.094340818;10.45;0.516161807;2.159880875;4.561567167;2.719635957;2.676042682;0.942169116;0.282508752;1.846404444;0.829638238;450;5.15;;;;
F79;Seston;August;Kieb;0.243406076;0;0.885186002;0.445009886;0.329233382;0.15955825;0.011167543;0.234273558;0.069883732;0;0.09137961;0.03751869;4.12;0.149160609;0.474883082;1.767090372;0.79805602;0.624043691;1.108794909;0.098245828;0.453317898;0.170725792;100;5.26;;;;
F80;Seston;August;Kieb;0.376876419;0;1.656268694;0.957973136;0.516514242;0.35333754;0.027154395;0.400915343;0.129820154;0;0;0.096026893;5.74;0.17367004;0.911227432;3.147896037;1.286875624;1.084897471;0.529853729;0;0.704405536;0.380491935;100;5.14;;;;
F81;Seston;August;Kieb;0.281047088;0;1.024755152;0.488379761;0.436591672;0.178043634;0.022023989;0.285279254;0.096554755;0.041279532;0.114018872;0.048534618;4.79;0.238218195;0.581901632;2.040853183;1.034719716;0.820119827;1.121400695;0.133489805;0.578772673;0.241347155;125;6.21;;;;
F73;Seston;August;NL;1.557770402;0;4.749484939;1.216915318;2.815115045;1.127807983;0.066448864;2.776372585;0.302363642;0.486301149;1.149883666;0.766015353;20.94;2.77693347;4.272993074;8.329283189;5.088517796;7.049926544;1.669748076;0.246678445;5.137801527;1.912125017;200;4.92;;;;
F74;Seston;August;NL;2.090949936;0;6.146969604;1.52450693;1.010983052;1.433389718;0.077788722;3.697956287;0.394886477;0.585252405;1.494448239;1.067538011;23.97;3.636574289;5.604021203;10.83038611;3.281859516;9.240595492;2.145975934;0.333840187;6.851881806;2.388713687;200;4.36;;;;
F75;Seston;August;NL;1.160378975;0;3.804694136;1.608206046;1.66662613;0.811539721;0.043864855;1.872054964;0.213168112;0.297530412;0.740674892;0.487312973;15.54;1.726422197;2.940627652;7.171756244;3.355631195;4.667049849;1.143388015;0.193560399;3.398659207;1.268390642;200;2;;;;
F61;Seston;August;Stadt;1.014316582;0.028669326;3.539263209;0.582450954;1.758593365;0.629635737;0.056631402;1.216397172;0.292019604;0.091698826;0.30757371;0.09765206;12.85;0.496924596;2.194683915;5.636110028;4.12681461;2.69160851;0.933376674;0.298480474;1.913642546;0.777965965;50;2.63;;;;
F62;Seston;August;Stadt;0.862972529;0.023444148;2.901116663;0.688464088;1.28028909;0.540214731;0.045593767;0.945749477;0.247588816;0.069595579;0.226603863;0.075996843;10.52;0.372196285;1.779146791;4.8694063;3.190391735;2.151343076;0.733497118;0.247635386;1.495938999;0.655404077;50;2.48;;;;
F63;Seston;August;Stadt;0.793845913;0;2.697525362;0.567018143;1.319813999;0.489655268;0.042446997;0.897017478;0.222963368;0.06537998;0.209863834;0.069239016;9.99;0.399364939;1.652083111;4.497891;3.093268788;2.05144805;0.753564221;0.293430404;1.453965805;0.597482245;50;2.65;;;;
F40;Seston;July;Dach;0.620162926;0;2.621060678;1.066607989;0.829119026;0.193950671;0.030549387;0.319708516;0.19160676;0.045410389;0.409063972;0.367170147;8.39;0.87284722;0.819090252;4.533318796;1.892066692;1.691937472;0.644413799;0.041714049;1.296591475;0.395345996;800;3.53;;;;
F41;Seston;July;Dach;0.671848091;0.009137376;2.980833707;1.187266451;1.213138922;0.185587579;0.024145913;0.26805215;0.184636882;0.033289688;0.374092008;0.471038419;9.32;0.947510378;0.767246641;5.077453438;2.203971093;1.714757019;0.654084762;0.044597328;1.305914918;0.408842101;800;3.57;;;;
F42;Seston;July;Dach;0.926485268;0.034016359;4.088556496;1.75686147;1.358481032;0.282150094;0.073238908;0.515463169;0.3638078;0.063955044;0.58031346;0.435254448;13.54;1.321084006;1.353812231;7.210456957;2.894489915;2.674896238;1.45076609;0.066212617;1.913319772;0.761576465;800;4.39;;;;
F49;Seston;July;Durn;0.836131748;0.017032265;4.099873503;1.265726449;1.058437619;0.516707461;0.084997384;2.749740771;2.748606578;0.066910246;1.269875062;0.576239091;20;2.367466105;6.315179287;6.701858339;3.7401625;8.682645392;1.876656986;0.138085461;7.389851272;1.29279412;2000;2.35;;;;
F50;Seston;July;Durn;0.804415804;0.014587363;4.306749438;1.316017664;1.412470785;0.51416329;0.093566332;3.082167861;3.280692782;0.086405979;1.581705918;0.695164389;22.16;2.891367548;7.192038783;6.962167024;4.149608462;10.08340633;2.087492076;0.178762713;8.689594868;1.393811462;2000;2.06;;;;
F51;Seston;July;Durn;0.703029261;0.02137079;4.198602907;1.147397282;1.468248248;0.50027046;0.083324008;2.993516824;2.909160055;0.079818648;1.273200521;0.564720688;21.47;2.429985245;6.710987924;6.623450117;4.767219521;9.140973169;2.175460658;0.235441195;7.811047384;1.329925785;2000;2.46;;;;
F37;Seston;July;Eng;0.500759734;0;5.842719002;1.535516337;6.216960055;1.173361015;0.099606237;2.662679724;1.430903569;0.089238126;0.648988993;0.183239833;23.68;1.129193457;5.957525541;8.337341724;7.814748386;7.086718999;1.024452674;0.156639553;4.958966563;2.127752435;600;4.32;;;;
F38;Seston;July;Eng;0.484707575;0;5.14702756;1.285596496;4.831853786;1.045700523;0.098579978;2.87620907;1.119870058;0.075452064;0.514594214;0.137847624;20.76;0.9711727;5.82190577;7.381669943;6.196675118;6.79307847;0.887687442;0.186439312;4.676147283;2.116931185;600;4.09;;;;
F39;Seston;July;Eng;0.606646474;0;8.521983913;2.359184961;8.876291897;1.744093183;0.146421191;3.88772464;1.82820257;0.140541475;0.91433708;0.25121816;34.31;1.594737306;8.534738576;12.21761991;11.320996;10.12947588;1.552036282;0.312352641;6.925344251;3.204131629;600;4.57;;;;
F43;Seston;July;Ger;1.29523343;0.03899548;5.152468014;0.794732468;2.145919457;0.668458451;0.071911815;1.8970212;0.637740128;0.131637657;0.903678915;0.238677948;18.33;1.443250978;3.550660419;7.527507867;5.428563694;4.993911397;1.15059256;0.03897919;3.720498948;1.273412449;200;5.22;;;;
F44;Seston;July;Ger;1.020551312;0.04086793;3.995698071;0.801985998;1.675521694;0.587011616;0.052181049;1.574348991;0.58482824;0.094501087;0.768949747;0.226491237;14.72;1.223425631;3.046849815;6.054504036;4.100784962;4.270275446;0.833971177;0.034316834;3.195146676;1.07512877;200;5.49;;;;
F45;Seston;July;Ger;1.76659478;0.051351027;7.271911059;1.169261793;2.921484036;1.161792391;0.132701501;3.499565548;1.303817652;0.229131418;1.703921762;0.523477248;28.14;2.913210798;6.601165329;10.72079089;7.426181863;9.514376127;1.551475067;0.134422659;7.136745679;2.37763045;200;6.3;;;;
F31;Seston;July;Herr;0.683137397;0;3.185622716;1.011066296;1.67527367;0.428940345;0.032786471;1.223217203;0.620393697;0.051210697;0.741444445;0.15526396;12.54;1.046753516;2.475543188;5.318238569;3.305175675;3.522296704;0.904916527;0.196371967;2.76882013;0.753476574;200;7.31;;;;
F32;Seston;July;Herr;0.420130911;0;1.714069977;0.300749823;0.919029689;0.232046366;0.023418475;0.77128298;0.413701407;0.037839525;0.506187663;0.109985209;7.29;0.714153046;1.553148519;2.678264869;2.075674239;2.267301565;0.590251929;0.116581345;1.821584324;0.445717242;200;5.79;;;;
F33;Seston;July;Herr;0.506109872;0.006150757;2.800508898;0.710065192;1.093950377;0.37986996;0.029047237;1.263305761;0.752266348;0.054472752;0.775660722;0.198109585;10.81;1.191266422;2.55259134;4.268535118;2.506258522;3.743857761;0.689864941;0.095395897;3.015994398;0.727863363;200;8;;;;
F28;Seston;July;Jag;0.336231195;0.007486263;1.805808028;0.707575978;0.917179386;0.250479617;0.026705034;0.835875155;0.275222801;0.048029324;0.273356717;0.053200527;6.87;0.374586568;1.601210187;3.055914148;1.616780499;1.975796755;0.504035607;0.04418059;1.4376552;0.538141555;250;3.36;;;;
F29;Seston;July;Jag;0.574885568;0;3.273142251;1.276793179;1.483987815;0.384171263;0.039508932;1.190413704;0.36754352;0.065509908;0.377870401;0.060965092;11.75;0.528722886;2.315144686;5.603907404;2.862470745;2.843867571;0.959196201;0.138468648;2.021170201;0.82269737;250;3.49;;;;
F30;Seston;July;Jag;0.459207475;0;2.657960937;1.121323268;1.255367934;0.334370332;0.04596947;0.924478811;0.307215391;0.062227015;0.342869001;0.059598928;9.68;0.485990227;1.869635617;4.600234605;2.304975967;2.355625845;0.87538556;0.127173894;1.655457414;0.70016843;250;3.57;;;;
F52;Seston;July;Kieb;0.458510794;0.019481488;1.340227164;0.470771869;0.433227855;0.14268143;0.034552321;0.334741401;0.098123489;0.028570456;0.174834035;0.016357703;5.31;0.219762194;0.737062945;2.487850751;1.523523392;0.956825139;0.657482792;0.06286889;0.624056627;0.332768511;700;4.04;;;;
F53;Seston;July;Kieb;0.675446223;0.019504424;2.075672424;0.997191664;0.382810882;0.149411501;0.042405661;0.366344674;0.116990558;0.033154467;0.206417737;0;6.96;0.337396257;0.800334904;4.055712716;1.407950126;1.13773116;0.714366778;0.076165175;0.689752969;0.447978191;700;3.21;;;;
F54;Seston;July;Kieb;0.51500837;0.012302341;1.909035586;1.025188778;0.382431494;0.16953481;0.051708308;0.270737972;0.075968307;0.028009787;0.157050401;0;6.47;0.436531059;0.670964223;3.694152706;1.373981824;1.107495281;0.615108366;0.03521881;0.50375668;0.603738601;700;2.96;;;;
F46;Seston;July;NL;0.767034652;0.028573892;2.695049103;0.818769383;0.745596531;0.415091663;0.080891199;1.354899454;0.313154259;0.218319339;0.751191925;0.370288458;11.67;1.601739769;2.637775492;4.692618272;2.429986871;4.239515261;0.800528462;0.092436562;2.848242868;1.391272393;100;4.65;;;;
F47;Seston;July;NL;0.837290217;0.029835763;2.975935786;1.203767387;0.885929517;0.423325978;0.091419415;1.448306396;0.383190632;0.229199504;0.943038651;0.433602615;13;1.761470089;2.821641675;5.442807322;2.644419421;4.583111765;0.867452833;0.107499798;3.261338221;1.321773543;100;4;;;;
F48;Seston;July;NL;0.726638988;0.015925858;2.36787142;0.778860849;0.705646206;0.485574833;0.04716929;1.516642916;0.26443013;0.239058302;0.744277258;0.460289057;10.83;1.627321583;2.853387434;4.202266592;1.942439841;4.480709017;0.609802961;0.074344667;3.043027811;1.437681207;100;4.55;;;;
F34;Seston;July;Stadt;1.26563906;0.067687103;4.522328158;0.710441384;1.344149476;0.422707487;0.037210793;0.925050278;0.328705552;0.061006808;0.571511766;0.135638565;14.81;0.826689354;1.904521159;6.732794121;5.169142953;2.731210513;0.714476614;0.03591536;1.98706464;0.744145872;100;4.02;;;;
F35;Seston;July;Stadt;1.614781526;0.081646556;6.169113772;0.905737315;2.583510823;0.588598665;0.064471798;1.25501334;0.471872703;0.082615711;0.832404019;0.20284181;21.21;1.203446622;2.630027805;9.033200169;8.006743595;3.833474427;1.137193843;0.054463982;2.799830067;1.033644361;100;3.67;;;;
F36;Seston;July;Stadt;1.197135717;0.072121539;4.32351774;0.58431816;1.945740384;0.383385288;0.044667163;0.924703997;0.372823259;0.059322056;0.606795139;0.160641371;15.31;0.889631046;1.917013302;6.328311407;5.951367297;2.806644347;0.764443352;0.032637076;2.092846459;0.713797887;100;3.94;;;;
F13;Seston;June;Dach;0.406910447;0.016087268;2.180597156;1.333698336;0.624806755;0.362165128;0.035821378;0.819442675;0.269718117;0.108547462;0.21816054;0.099436201;7.84;0.45568804;1.4871473;4.051820259;1.52975228;1.94283534;0.562398797;0.049015178;1.436301371;0.506533969;;6.3;;;;
F14;Seston;June;Dach;0.26263141;0.013094798;1.168197444;0.618491961;0.270323371;0.14799924;0.022320171;0.525498181;0.166879376;0.066134399;0.141872634;0.034281134;4.29;0.261646569;0.862696968;2.13861992;0.824066245;1.124343537;0.358094951;0.032673885;0.887889727;0.23645381;;8.38;;;;
F15;Seston;June;Dach;0.239087765;0.007449144;0.85046469;0.352076159;0.217717322;0.128210267;0.019159133;0.478226061;0.151894519;0.059898489;0.132718472;0.016926033;3.34;0.219475936;0.77748998;1.513914846;0.674234771;0.996965916;0.27117526;0.026428002;0.789698026;0.207267889;;8.98;;;;
F22;Seston;June;Durn;0.602205662;0;4.228826516;3.066683717;1.37970442;0.346660942;0.028322036;0.643389743;0.54476613;0;0.526599543;0.12434153;21.42;0.650941072;1.780306487;8.394209541;9.64343788;2.431247559;2.170447077;0.120216772;1.839096945;0.592150614;;1.2;;;;
F23;Seston;June;Durn;1.974822612;0.009249259;16.74202389;6.223043695;18.93585967;12.4017025;0.352269918;8.493670853;5.059137609;2.200759811;14.47174385;0.302561317;95.1;17.34502404;26.30678088;27.15866176;23.05185499;43.65180492;6.304898797;0.774718715;28.52739319;15.12441173;;1.33;;;;
F24;Seston;June;Durn;0.510122421;0;3.19931743;1.649339442;2.473922861;0.482749129;0.026071731;0.701956894;0.469570768;0.067047683;0.591448067;0.164255223;17.29;0.851913825;1.870133411;5.721650329;7.919546846;2.722047237;2.012533524;0.078241149;1.956393806;0.765653431;;1.59;;;;
F10;Seston;June;Eng;0.212649438;0;3.614275018;0.577901007;0.505954243;0.275941462;0.006809959;3.49363461;3.926559172;0;1.677365123;0.668717717;16.02;2.425819441;7.702945203;4.524973315;1.140651451;10.12876464;0.587459921;0;9.846013223;0.282751421;;12.14;;;;
F11;Seston;June;Eng;0.218182562;0;2.942759038;0.733218611;0.482955102;0.233086562;0;2.774105833;3.055656754;0.018048532;1.350750037;0.590000932;13.59;2.190722016;6.062849149;4.062655926;0.91863278;8.253571165;0.66686375;0.039287323;7.86960485;0.383966315;;11.78;;;;
F12;Seston;June;Eng;0.219134472;0;3.538274226;0.725409966;0.503074784;0.275584312;0;3.624816945;4.033078409;0.017827587;1.818935368;0.746226233;16.75;2.878918942;7.933479666;4.64776974;0.951471863;10.81239861;0.674785939;0.032447172;10.33925918;0.473139426;;12.35;;;;
F16;Seston;June;Ger;0.215334323;0;3.52913846;0.909237645;1.582397236;0.440725179;0.026679817;1.707070869;0.779346984;0.035273746;0.323606425;0.137131573;10.89;0.533906564;2.953822848;4.792332402;2.322008762;3.487729412;0.538683383;0.035710647;2.985050671;0.502678742;;9.23;;;;
F17;Seston;June;Ger;0.167264137;0;2.765646243;0.484554707;1.172172419;0.330297182;0.019748189;1.35505344;0.607985871;0.025162959;0.257655252;0.104922338;8.25;0.448984468;2.313084682;3.524911326;1.746788248;2.762069151;0.412540823;0.025577212;2.355912254;0.406156896;;9.26;;;;
F18;Seston;June;Ger;0.150506236;0;2.467178512;0.355739531;1.081329687;0.321688737;0.01917787;1.373700702;0.595172508;0.022790814;0.246026255;0.097576059;7.63;0.432209196;2.309739818;3.072599387;1.608197172;2.741949014;0.388309509;0.030757336;2.343033994;0.398915019;;9.75;;;;
F4;Seston;June;Herr;0.185576304;0.004677304;2.857205083;0.436146263;1.773750837;0.389782766;0.031811169;1.684400403;0.41397296;0.04012427;0.203995185;0.056985657;9.56;0.356324677;2.519967297;3.682540725;2.802146299;2.876291973;0.593193132;0.052832697;2.414573768;0.461718205;;8.95;;;;
F5;Seston;June;Herr;0.285727023;0.008608313;4.057770567;0.01855275;2.306912089;0.555407239;0.051401915;2.508018855;0.646220984;0.071562733;0.315911916;0.112388896;13.44;0.611092259;3.761048994;4.895673111;3.822341618;4.372141253;0.919633277;0.318821809;3.648580557;0.723560697;;10.38;;;;
F6;Seston;June;Herr;0.228348976;0.008407526;2.886459039;0.63203368;1.771645212;0.414266332;0.035291125;1.625574107;0.384343681;0.047899406;0.21122804;0.058994107;10.11;0.385046714;2.459475245;4.139111349;2.857216274;2.844521959;0.724882631;0.220283959;2.321467082;0.523054877;;15.92;;;;
F1;Seston;June;Jag;0.491810042;0.024206469;2.357607381;0.518436923;1.207010627;0.357272874;0.032258697;1.435385625;0.24967471;0.065319372;0.349840442;0.084302959;9.48;0.553306436;2.074591906;3.585011885;2.960073201;2.627898342;0.881685965;0.054703088;2.173047399;0.454850943;;7.59;;;;
F2;Seston;June;Jag;0.372171393;0.019231257;1.743501748;0.389002476;0.837495166;0.234773427;0.014364582;1.047227858;0.187987716;0.054564552;0.259925981;0.070346432;6.97;0.438103344;1.484353583;2.654824123;2.143190517;1.922456928;0.646466985;0.038775719;1.618754367;0.30370256;;7.45;;;;
F3;Seston;June;Jag;0.517824035;0.027311953;2.839591777;0.737074696;1.499409175;0.401024712;0.027202291;1.627614775;0.304089213;0.108154862;0.434642125;0.119289134;11.58;0.746934847;2.359930991;4.351440367;3.713912081;3.106865837;1.179238061;0.064246535;2.570483972;0.536381865;;7.09;;;;
F25;Seston;June;Kieb;0.255123266;0.008597363;0.900274465;0.528292446;0.211155743;0.075972771;0.014326685;0.16121038;0.146674265;0;0.162840247;0.013870574;4.72;0.176710821;0.398184101;1.768281003;2.217136546;0.574894922;0.30707643;0.024920558;0.484595466;0.090299456;;5.04;;;;
F26;Seston;June;Kieb;0.267410764;0.00970649;0.800583449;0.430701068;0.192217862;0.07454827;0.013295558;0.152263257;0.156416423;0;0.162334296;0.011692343;4.55;0.174026639;0.396523508;1.574196552;2.247789367;0.570550147;0.282287804;0.023149135;0.482706319;0.087843828;;4.71;;;;
F27;Seston;June;Kieb;0.255320863;0.009415625;0.70956298;0.409687394;0.193425587;0.066717722;0.012373862;0.164212934;0.140556689;0.02349138;0.176261146;0.019852116;3.07;0.219604643;0.428766338;1.46772002;0.798796294;0.648370981;0.294990237;0.030068981;0.500882886;0.147488095;;5.46;;;;
F19;Seston;June;NL;0.379954624;0.009094837;1.140300451;0.645455008;0.31140268;0.096106821;0.036401348;0.41919766;0.383514894;0.105348774;0.257782669;0.109222763;5.24;0.506125531;0.935220724;2.304385021;1.19670341;1.441346255;0.575932691;0.032046679;1.185495058;0.255851197;;4.3;;;;
F20;Seston;June;NL;0.413391751;0.010814859;1.286369659;0.737898638;0.464368426;0.138074169;0.038644302;0.463284373;0.411820342;0.101333353;0.257261447;0.121065841;5.8;0.513523421;1.051823186;2.581855884;1.32829853;1.565346607;0.651542301;0.036112728;1.270607044;0.294739563;;3.95;;;;
F21;Seston;June;NL;0.339833136;0;1.046271807;0.546527859;0.454360921;0.100653731;0.03116882;0.392925308;0.273541083;0.091841439;0.278964427;0.09379968;7.5;0.483715496;0.884157415;2.058304721;3.83242909;1.367872911;0.500922867;0.026804795;1.058340448;0.309532463;;4.92;;;;
F7;Seston;June;Stadt;0.345361731;0;1.88436321;1.119330527;0.4710555;0.121184535;0.020938845;0.34499791;0.173895792;0.044710587;0.154486358;0.016439656;6.48;0.227880179;0.661017082;3.543222643;1.689321413;0.888897261;0.704826946;0.059997715;0.689819716;0.199077545;;5.08;;;;
F8;Seston;June;Stadt;0.291220542;0;1.514957481;0.876428763;0.377809496;0.109581745;0.017202597;0.275971289;0.184949165;0.036973621;0.129950029;0.015562416;5.38;0.194456698;0.587704797;2.857493928;1.423822226;0.782161495;0.611066242;0.05436746;0.6064329;0.175728595;;6.99;;;;
F9;Seston;June;Stadt;0.350702321;0;2.071333142;1.408110137;0.477220797;0.13707741;0.021840028;0.328857334;0.196923346;0.048585372;0.161016501;0.036934328;7.12;0.277654098;0.684698118;4.061028381;1.733694255;0.962352216;0.734126235;0.080091622;0.739246644;0.223105571;;5.88;;;;
F94;Seston;September;Dach;0.759396187;0;3.01675094;1.580201364;0.661727211;0.557051005;0.061443536;1.506775943;0.765337344;0.109939263;0.645580829;0.444040327;13;1.479035626;3.197230229;5.893714978;2.00168726;4.676265854;0.76791097;0.358134244;3.414387136;1.261878718;150;6.94;;;;
F95;Seston;September;Dach;0.906010568;0.006264934;3.237104022;1.84525272;0.733358717;0.502347874;0.063276467;1.539810117;0.93267219;0.097922455;0.577359;0.473115401;13.47;1.449854783;3.325421347;6.41564265;2.073867692;4.77527613;0.534877615;0.257242192;3.574341032;1.200935098;150;4.65;;;;
F96;Seston;September;Dach;0.509270108;0.003931578;2.081340169;1.2285064;0.510892968;0.355750028;0.043690847;0.864670217;0.513212853;0.066954689;0.386400082;0.282964293;8.64;0.902763983;1.957689582;4.180732651;1.432440799;2.860453565;0.411303818;0.230694651;2.078083541;0.782370024;150;4.67;;;;
F103;Seston;September;Durn;0.925042813;0;8.009805403;3.019918742;2.613627205;1.394936696;0.071027374;6.080762834;5.262905996;0.064997974;2.063370838;1.056595323;35.57;4.004485729;12.89965849;13.01774588;4.813818024;16.90414422;2.098305785;0.470033027;14.64172352;2.262420696;2700;4.53;;;;
F104;Seston;September;Durn;1.046711948;0;8.525485709;2.91620636;2.518376673;1.276810435;0.075101297;6.306696494;5.81850334;0.090042664;2.491088992;1.211053082;38.64;4.885508732;13.61788268;13.86247044;5.390862801;18.50339141;2.37574481;0.58395718;16.05352448;2.449866928;2700;5.49;;;;
F105;Seston;September;Durn;1.542545131;0;10.50952987;3.024821797;2.870201009;1.464827857;0.091370942;5.955031801;5.237009742;0.060351474;2.117989993;1.059546557;44.16673107;4.336286573;12.99960155;17.27095883;8.439663099;17.33588812;3.157133624;0.808639613;14.70135744;2.634530678;2480;4.84;;;;
