Id;Type;Month;Pond;C14:0;C14:1;C16:0;C18:0;C18:1;LIN;GLA;ALA;SDA;ARA;EPA;DHA;FAME;LCPUFA;SCPUFA;SFA;MUFA;PUFA;BFA;TFA;n3;n6;dw;filter;;;;TL
F91;Seston;September;Eng;0.590952378;0;6.685379879;3.143342377;2.989298576;0.836064843;0.079762586;2.53580027;1.650098721;0.068216166;0.809882479;0.405392522;23.26;1.759840471;5.399897842;11.36906662;4.014028969;7.159738314;1.308102024;0.620807424;5.45488053;1.704857784;550;5.15;;;;
F92;Seston;September;Eng;0.569176674;0;7.919362029;4.309691999;3.126758872;0.863972275;0.080146795;2.779242876;1.787867531;0.063047053;0.836946838;0.446022012;26.19;1.744058678;5.85562946;13.58308187;4.449469787;7.599688138;1.188801306;0.43892765;5.941105316;1.658582822;550;4.87;;;;
F93;Seston;September;Eng;1.124351695;0;9.839211284;4.816844904;3.974170511;1.185531989;0.152155044;2.408443448;1.203048357;0.10013681;0.733691518;0.296884528;33.73737922;1.697308876;5.430525174;17.58280301;7.835348668;7.12783405;2.430240188;0.93497311;4.957814732;2.170019318;550;3.73;;;;
F97;Seston;September;Ger;1.160908609;0;6.632337521;1.106611371;1.462227578;0.771825254;0.053278673;5.696590191;5.46561786;0.126976329;2.557562314;1.225158146;30.9;5.468085141;12.31679188;9.3437504;3.551407654;17.78487702;1.04503825;0.090524192;15.13326368;2.651613347;440;10.33;;;;
F98;Seston;September;Ger;1.770173303;0;8.974125813;1.908232075;2.013536452;1.334468257;0.098040745;6.840185191;5.438730078;0.223151656;3.274410125;1.463231853;40.75;6.72345816;14.23594682;13.27552698;6.080824982;20.95940498;1.515321048;0.191938809;17.24168642;3.717718567;440;5.79;;;;
F99;Seston;September;Ger;1.334933297;0;6.050098121;1.472334494;1.535329601;1.012837773;0.0761528;3.97822699;2.496598135;0.188574258;1.832952176;0.761454055;25.87;3.696690953;7.866026462;9.174426718;4.764807623;11.56271741;1.091273741;0.046152549;9.199285022;2.363432393;440;6.14;;;;
F85;Seston;September;Herr;2.104855383;0;7.328996556;2.669340985;2.034144516;0.97348142;0.100314343;2.398596543;1.279424256;0.22745568;1.806555347;0.607441201;28.28;3.343531384;5.126956852;12.67108168;6.806017851;8.470488236;1.231072441;0.264520622;6.302815385;2.167672851;300;7.47;;;;
F86;Seston;September;Herr;1.962009269;0;6.490787989;2.377954558;1.845639815;0.851203263;0.08725931;2.043173277;1.145856204;0.195376357;1.585680852;0.542187633;25.78;2.99496449;4.453959976;11.46877091;6.096031715;7.448924466;1.5424691;0.35867652;5.510172698;1.938751768;300;8.5;;;;
F87;Seston;September;Herr;1.893744168;0.034537291;6.290540431;2.090853965;2.002087663;0.858708265;0.085788166;2.156444217;1.209960951;0.193707236;1.582255403;0.547800106;25.78;2.694231038;4.656450654;10.91767242;7.099049141;7.350681692;1.235625988;0.371688651;5.610454937;1.76307571;300;8.24;;;;
F82;Seston;September;Jag;0.031935515;0;0.367713116;0.153399191;0.067507305;0.037017797;0.002704407;0.279362395;0.262557374;0.0034095;0.128315153;0.065252505;1.63;0.279740165;0.593972137;0.575373316;0.141628486;0.873712302;0.078247326;0.009419291;0.75494256;0.118769742;600;94.84;;;;
F83;Seston;September;Jag;0.535869558;0;7.239820469;2.77887101;1.156940567;0.814816011;0;6.192765072;6.201272152;0.059045255;2.922789272;1.468073211;33.49;6.26116732;13.43053622;11.03733302;2.337004603;19.69170353;1.074023083;0.2455576;17.11598895;2.57571458;600;6.59;;;;
F84;Seston;September;Jag;0.688837805;0;8.505145663;3.660645361;1.671034297;0.897137431;0.063368388;6.233887639;5.981595473;0.10228639;3.111707558;1.39062829;37.66;6.618826207;13.46071774;13.40077825;3.415317931;20.07954395;1.671427776;0.21075978;17.24271643;2.836827523;600;5.2;;;;
F106;Seston;September;Kieb;0.583495571;0;2.818417609;1.334629443;0.734000289;0.329900149;0.045008057;1.584514825;0.726645397;0.152094049;0.666858776;0.342017163;11.46;1.504544596;2.995655822;5.063347144;1.547025936;4.500200418;0.736587004;0.137397202;3.389732399;1.11046802;250;7.35;;;;
F107;Seston;September;Kieb;0.527147813;0;2.731481371;1.384447769;0.669389623;0.38092894;0.044569013;1.198653879;0.499125147;0.079701052;0.496196138;0.220204238;10.2;0.887810649;2.318817322;5.042754948;1.555528252;3.206627971;0.759457493;0.209643867;2.45604178;0.750586191;250;6.52;;;;
F108;Seston;September;Kieb;0.750033321;0;4.212603034;2.061460097;0.839755177;0.632106369;0.06598243;2.041115145;0.757097545;0.097127573;0.590331181;0.320209234;14.96;1.248663513;3.738090839;7.627975777;1.855220706;4.986754353;0.961061018;0.37295262;3.751055366;1.235698987;250;6.05;;;;
F100;Seston;September;NL;1.729508832;0.004695195;2.841030993;1.392415505;0.775241022;0.687857339;0.080468443;1.894741549;1.966950454;0.111563045;0.657667829;0.942342951;15.51;2.048179959;4.994335888;6.367874718;1.888943889;7.042515847;0.671180243;0.252373236;5.53665628;1.505859566;110;5.97;;;;
F101;Seston;September;NL;1.948733405;0;3.16836792;1.438280838;0.998853161;0.956912456;0.095168614;2.339062634;2.179373204;0.141737947;0.867275147;1.065390629;18.45;2.491679055;6.180928393;7.043964009;2.262360766;8.672607447;1.039766743;0.271768724;6.555540335;2.117067112;110;5.51;;;;
F102;Seston;September;NL;1.869088394;0;3.645283733;1.808088383;1.081662261;0.893049051;0.093506459;2.060937255;1.804833996;0.166493527;0.877444197;0.995114501;18.91;2.568475106;5.278288317;7.91739488;2.6282928;7.846763424;1.173041874;0.328675296;5.865721919;1.981041505;110;5.74;;;;
F88;Seston;September;Stadt;0.573560742;0;3.950902075;2.771661756;0.809259495;0.54790423;0.064434703;1.316325426;0.417858199;0.065944858;0.243809179;0.10696749;13.88;0.555826421;2.768009372;7.877991667;2.260790177;3.323835793;0.779234693;0.397549821;2.110584023;1.21325177;100;6.47;;;;
F89;Seston;September;Stadt;0.506102843;0.016326164;3.186072805;2.212762218;0.750211371;0.401582928;0.057110607;1.136641759;0.381666889;0.073494447;0.26612717;0.098698793;11.82;0.621726215;2.355623028;6.517289955;1.851649299;2.977349243;0.808992094;0.446407523;1.899743696;1.077605548;100;7.1;;;;
F90;Seston;September;Stadt;0.537683961;0.023177259;3.352305641;2.149113982;0.856676619;0.5050638;0.073137129;1.368584257;0.379307339;0.080156002;0.279141575;0.112601462;13.04;0.791949144;2.78713608;6.690218644;2.139861037;3.579085224;0.991799136;0.479217681;2.157438804;1.42164642;100;6.48;;;;
Z67;Zooplankton;August;Dach;4.790188411;0.026655614;12.4459855;3.382954019;5.504723195;3.312203225;0.415924829;8.149066744;1.230723952;3.321224016;7.250910374;6.378255681;67.47;19.57617545;13.86490922;24.52328725;8.273603176;33.44108467;5.429014788;0.738530701;24.36940833;9.071676336;;;;;;
Z68;Zooplankton;August;Dach;4.067938249;0.027576081;10.91667938;2.867875085;4.696339047;2.693766812;0.372122897;7.096538909;1.103064865;2.845060758;6.509144572;5.558419246;58.5;17.1847512;11.94972891;21.0785322;7.205907015;29.13448011;4.598841702;0.617268088;21.45739072;7.677089391;;;;;;
Z69;Zooplankton;August;Dach;4.97968218;0.028131616;13.32454218;3.420761982;5.689715972;3.307622234;0.425651709;8.458312215;1.309284998;3.515470182;7.94883643;6.974147287;71.15;21.19895876;14.32520012;25.74588226;8.597659334;35.52415888;5.611329824;0.760158393;26.09932001;9.424838865;;;;;;
Z76;Zooplankton;August;Durn;7.270094438;0.063712875;9.834323998;2.439436703;9.306947875;4.817507682;1.139273777;8.261084884;9.977699312;3.051332608;6.830960641;0.669712966;75.16;12.09041244;24.19556565;20.79792197;15.81183251;36.2859781;5.45616439;0.224950844;26.79959643;9.48638167;;;;;;
Z77;Zooplankton;August;Durn;8.629772233;0.074237564;10.88614844;2.483865237;10.62471762;5.176503079;1.386566905;9.189779153;11.78911751;3.479290044;7.564474454;0.443950834;84.57;13.14339724;27.54196665;23.26756539;18.13552789;40.68536389;5.990309927;0.17448687;30.12557009;10.5597938;;;;;;
Z78;Zooplankton;August;Durn;9.561969168;0.084628774;12.74085088;3.27117543;12.4828795;5.944425795;1.52067423;10.89487537;12.94645468;3.857208006;9.112647504;0.805262318;98.2;15.78650385;31.30643008;27.23366134;20.87234309;47.09293394;7.150711368;0.233583505;35.16191747;11.93101647;;;;;;
Z64;Zooplankton;August;Eng;1.886186724;0;11.92525708;2.80628189;13.26606992;4.827825951;0.422447725;12.16162941;3.633246013;1.720676619;5.531152892;2.610364768;67.81;11.20686586;21.0451491;18.18444251;16.41690369;32.25201496;3.476898085;0.290996606;24.82206699;7.429947965;;;;;;
Z65;Zooplankton;August;Eng;2.030809049;0;14.99156692;3.162397637;17.04565532;5.922873876;0.640164807;15.48909818;4.361833637;2.627993191;7.510708514;2.130513937;85.71;13.71276585;26.4139705;22.17683083;22.19488736;40.12673634;4.816991956;0.305553663;30.43713021;9.689606131;;;;;;
Z66;Zooplankton;August;Eng;1.915777337;0.014268076;16.52102148;3.103973734;18.81868487;6.092584704;0.78131484;16.85603946;4.566167579;3.291031993;8.311922725;1.28448757;95;14.19606702;30.21913812;23.79300244;25.31187006;44.41520514;5.936760885;0.262543446;31.86830585;12.54689929;;;;;;
Z58;Zooplankton;August;Herr;0.965603272;0.015912407;5.588019523;1.05450941;3.689817235;1.209963852;0.19835225;3.847999554;1.147396126;0.870948402;4.255002888;0.162420689;30.03;5.622143677;6.403711782;8.499472556;8.2430749;12.02585546;2.981767021;0.137377051;9.639712164;2.386143295;;;;;;
Z59;Zooplankton;August;Herr;1.295306326;0.022686342;7.880299142;1.747377459;5.128470745;1.696590795;0.273412914;5.369975202;1.574984781;1.239060074;5.92392254;0.464463653;42.13;8.123449901;8.914963692;12.12379397;11.33428321;17.03841359;3.98468707;0.157489249;13.68488163;3.353531967;;;;;;
Z60;Zooplankton;August;Herr;1.779019977;0.033965484;10.86752809;2.164894376;7.116238029;2.281941573;0.382373423;7.434913638;2.210467668;1.627045958;8.082117654;0.292006406;57.35;10.62422381;12.3096963;16.47236548;15.7602764;22.93392011;5.415467494;0.212312179;18.4518643;4.482055804;;;;;;
Z55;Zooplankton;August;Jag;0.442206374;0;3.80900693;0.733584403;3.503159756;1.360524299;0.171104045;3.571414253;0.923130149;1.016162667;2.340303918;0.237101391;20.85;3.86599351;6.026172746;5.56493916;4.750821863;9.892166255;1.886554459;0.085535317;7.261680193;2.630486063;;;;;;
Z56;Zooplankton;August;Jag;0.348298557;0;3.043788817;0.749630023;3.058093783;1.128118282;0.143487706;2.941816506;0.726419029;0.909878937;2.011810441;0.174610462;17.55;3.310559152;4.939841522;4.650364354;4.150636038;8.250400674;1.593957744;0.077658016;6.001913013;2.248487661;;;;;;
Z57;Zooplankton;August;Jag;0.513890876;0;3.878879575;0.813584099;3.532911772;1.358252258;0.173059936;3.699163953;0.950874675;1.035755146;2.362017082;0.317224395;21.44;4.023418866;6.181350822;5.837119151;4.828671494;10.20476969;1.834976083;0.093141456;7.530241695;2.674527993;;;;;;
Z79;Zooplankton;August;Kieb;1.913537237;0;12.74115858;2.977022227;8.530385575;4.946900053;0.708428513;10.29636364;3.423501353;3.393580528;8.061672082;1.253397992;70.83;13.78259475;19.37519356;20.12728576;15.41405309;33.15778831;7.250192673;0.201086853;23.74517338;9.412614931;;;;;;
Z80;Zooplankton;August;Kieb;2.362172684;0;12.8735224;2.587089485;7.847747932;4.390691602;0.607837618;10.93438819;4.201018244;2.909027575;7.587817435;1.58511199;69.87;13.33298829;20.13393565;20.26104566;14.12126001;33.46692394;6.791725963;0.24587236;25.12196966;8.344954276;;;;;;
Z81;Zooplankton;August;Kieb;2.070955421;0;10.9598309;2.655495778;5.933880878;3.488835646;0.461604102;8.901201367;3.569682285;2.419680336;7.359410066;2.693318516;59.81;13.81813774;16.4213234;17.86680497;10.30255147;30.23946114;5.184854484;0.255249998;23.40795807;6.831503071;;;;;;
Z61;Zooplankton;August;Stadt;4.371238862;0;23.85825254;5.29829045;19.15617665;7.835409034;1.060334487;17.80510953;4.838988111;6.176835679;12.6747098;0.662027174;135.75;22.67928603;31.53984117;37.92671088;38.81646445;54.21912719;13.51116823;0.580744626;37.25578471;16.96334248;;;;;;
Z62;Zooplankton;August;Stadt;2.372595066;0.065785333;12.57747237;3.15339733;9.074896377;4.117093987;0.548085006;8.325572215;2.39897839;2.696933692;6.547900928;0.771483695;67.91;10.90231007;15.3897296;20.44049192;18.45005995;26.29203967;7.384538115;0.254303591;18.58142984;7.710609831;;;;;;
Z63;Zooplankton;August;Stadt;2.831749442;0.08143189;15.12100021;3.020805527;10.57761301;4.438590576;0.677460381;10.41373139;3.107010024;3.010145146;7.723992879;0.353982039;78.88;12.04549039;18.63679237;23.36993707;22.04773974;30.68228276;7.846869175;0.17112868;22.18376837;8.498514386;;;;;;
Z40;Zooplankton;July;Dach;1.532884051;0.011766593;7.438395863;1.201376759;6.582440146;0.97223085;0.125469521;2.496403602;2.113494252;0.562127454;4.283693656;2.835524196;34.98;8.214335548;5.836345459;10.98325643;9.33110757;14.05068101;1.83485622;0.301142936;11.99815599;2.05252502;;;;;;
Z41;Zooplankton;July;Dach;3.024376587;0.030772236;15.82806648;2.44905575;13.70013801;2.14015114;0.297409486;5.647527922;4.73875374;1.404317412;10.37000324;5.511504718;75.95;18.41851042;13.15090903;22.64000021;20.20779334;31.56941945;4.348355343;0.189578798;26.88744086;4.681978587;;;;;;
Z42;Zooplankton;July;Dach;2.397819679;0.026313051;13.3567494;2.35803675;12.51474942;1.908523545;0.26900512;4.896583937;3.887238665;1.36270626;9.21713635;4.403435815;65.44;15.97745894;11.24669932;19.30825898;17.62520577;27.22415825;3.942761708;0.200924285;22.96135185;4.262806403;;;;;;
Z49;Zooplankton;July;Durn;1.708078071;0.037909101;8.382490519;2.138273052;7.707589617;2.591956365;0.281271124;6.69785182;4.357299279;1.50430534;5.134377865;1.102723952;61.12;8.636396902;14.25781174;14.01859485;20.15451437;22.89420864;9.517191268;0.187646648;17.9138867;4.980321942;;;;;;
Z50;Zooplankton;July;Durn;1.467236417;0.025353928;7.481469698;1.947374037;7.416301732;2.456506663;0.24334705;5.797113115;3.753083092;1.39602599;4.37607855;0.561273949;56.13;7.101103138;12.49201664;12.50558203;20.11307101;19.59311978;9.240080047;0.09846861;15.04569131;4.547428475;;;;;;
Z51;Zooplankton;July;Durn;1.97175446;0.017728031;5.805222271;1.566735674;5.493090403;1.744544319;0.182989122;4.619945363;3.055432272;1.059068989;3.585758143;0.544878993;44.44;5.811092953;9.827830295;10.58033561;15.26401326;15.63892325;6.986092111;0.051143745;12.25581282;3.383110431;;;;;;
Z37;Zooplankton;July;Eng;0.510384229;0;8.21043583;1.703876937;12.97331143;4.649013833;0.402949327;9.914259934;2.686113449;1.806760686;3.270396117;0.092256361;53.41;5.692077751;18.98306994;11.32113335;16.63373562;24.6751477;2.795343688;0.096888803;16.31821776;8.356929932;;;;;;
Z38;Zooplankton;July;Eng;0.635632144;0;10.62802704;1.908183109;16.58590279;5.564982232;0.517999667;13.15133449;3.663609765;2.200291748;3.895306807;0.089427531;68.14;6.830390646;24.74722458;14.16947255;21.51188559;31.57761523;3.29490747;0.095796815;21.23378989;10.34382534;;;;;;
Z39;Zooplankton;July;Eng;0.915556383;0;13.85239265;2.475401685;21.19167749;7.037980924;0.671230459;17.77588558;5.054496569;2.513345146;4.651754049;0.132227513;88.84;8.079270763;33.28247386;18.58151676;27.75906326;41.36174462;4.154187883;0.117589615;28.15609986;13.20564476;;;;;;
Z43;Zooplankton;July;Ger;0.8396456;0.0117507;4.909348759;1.607007454;2.55654954;1.358288195;0.11883887;1.885015392;0.359892679;0.962735904;3.876106258;3.068906602;26.18;8.807738013;3.87806361;8.46619545;4.491564538;12.68580162;2.049735536;0.156123501;9.854696418;2.831105205;;;;;;
Z44;Zooplankton;July;Ger;0.909322131;0.007373906;5.530096712;1.571637866;2.589668827;1.817900498;0.104037764;3.267804454;0.633784829;0.857184886;3.363776017;4.069595997;30.47;9.460227818;6.115421702;9.049299157;5.26020587;15.57564952;2.105464231;0.194811692;12.22001967;3.355629854;;;;;;
Z45;Zooplankton;July;Ger;1.232062499;0.012430198;6.930928419;2.110014588;3.131612549;1.529103459;0.140530774;3.640595074;0.798934926;1.24455517;5.178621288;5.192996527;38.5;13.10791577;6.425209371;11.65480387;6.523077402;19.53312514;2.999553618;0.090957674;15.92326829;3.60985685;;;;;;
Z31;Zooplankton;July;Herr;2.698209604;0.059874778;16.34598306;3.536875956;17.48211809;5.723472014;0.471431222;13.21618242;3.925128176;2.106804551;14.05085193;0.293823214;102.68;17.59239535;25.0711193;24.86179427;32.79482156;42.66351465;7.730085349;0.176634114;32.37006462;10.29345002;;;;;;
Z32;Zooplankton;July;Herr;2.251060375;0.053669064;11.59581253;3.074191843;11.10607914;3.378497722;0.351290319;9.185454405;2.663743524;1.673174399;10.3866833;0.678165871;73.36;13.7180066;16.71734259;18.81637947;22.20046398;30.43534919;6.066823896;0.198429508;23.6793901;6.796064305;;;;;;
Z33;Zooplankton;July;Herr;3.1716014;0.073728627;17.65721242;3.916889336;16.01614293;4.388303239;0.536458977;13.91763215;4.391017808;2.294432359;16.14297114;0.610136484;109.46;20.42591458;25.11388534;27.30577275;33.8855011;45.53979992;8.641168009;0.165067688;36.12345118;9.463220728;;;;;;
Z28;Zooplankton;July;Jag;0.526965585;0;10.7515177;2.323677163;13.15132121;4.027480478;0.255531731;13.31530453;2.409813319;2.230830574;5.589725326;0.446476665;63.33;9.403441792;21.08171526;14.97116517;16.8718775;30.48515705;4.121204521;0.26462218;22.58266435;7.914485569;;;;;;
Z29;Zooplankton;July;Jag;0.407584303;0;8.456037466;2.026946065;10.10843737;3.365457756;0.203022414;10.07789628;1.934363328;1.752399929;4.410616239;0.530293704;49.36;7.708802276;16.41210356;11.9327809;12.7795138;24.12090583;2.932836828;0.145110463;17.60120189;6.519703941;;;;;;
Z30;Zooplankton;July;Jag;0.52275964;0;9.123928886;2.021483716;11.46052027;3.347606717;0.205397778;11.42058185;2.156154649;1.869768331;4.597721205;0.421393984;53.4;7.724843402;18.04503276;12.72855343;14.1305041;25.76987616;3.322200315;0.116391465;19.2490945;6.520781663;;;;;;
Z52;Zooplankton;July;Kieb;1.958871362;0.024176387;11.20948759;2.609539916;8.540050896;3.315166247;0.390446088;7.655325086;1.547246866;1.676066009;6.957608403;2.559680516;60.63;12.25474594;13.60761214;17.71334633;15.94788271;25.86235808;4.560973648;0.275466217;19.41654713;6.445810944;;;;;;
Z53;Zooplankton;July;Kieb;2.155302487;0.035247952;12.95139521;2.759258875;11.64884441;4.070600168;0.542076887;9.920061397;0.018246884;2.373792631;8.777358582;1.816912541;72.78;14.05082813;15.42156046;20.11929995;21.43781048;29.47238859;6.502549436;0.230376663;21.26083229;8.211556299;;;;;;
Z54;Zooplankton;July;Kieb;2.217684685;0.031988624;11.8834439;2.386651573;10.36659771;3.65364065;0.483603286;9.146417482;0.019925463;2.067137598;7.75443071;1.404772448;66.02;12.17557464;14.18557766;18.45989283;19.61697145;26.3611523;5.761190051;0.164157512;18.95198386;7.409168449;;;;;;
Z46;Zooplankton;July;NL;0.994240315;0.005335838;3.653593314;1.46008751;2.633569673;1.393508919;0.099135382;2.406856768;0.358412466;1.078657691;2.818141024;1.741218245;22.66;6.3010637;4.435572147;7.446704792;4.088964919;10.73663585;2.044927061;0.150172641;7.684285693;3.052350154;;;;;;
Z47;Zooplankton;July;NL;2.952416793;0.017949721;7.878297207;2.158896769;3.211933489;1.463033686;0.171388404;5.219968373;0.950477043;1.922542855;5.912908229;4.899117211;43.52;14.27147076;8.30237864;14.87384053;5.42722011;22.5738494;3.090463353;0.290864444;17.74323521;4.830614193;;;;;;
Z48;Zooplankton;July;NL;1.558544733;0.015845337;3.791792758;1.073170429;4.250956519;0.807237342;0.084786888;2.806861335;0.089331187;0.877075082;2.945875552;1.700819855;24.06;6.518112187;4.198833144;7.353754291;5.644538537;10.71694533;3.954572503;0.165406108;8.063591879;2.653353452;;;;;;
Z34;Zooplankton;July;Stadt;4.393873349;0.081985858;15.88557661;3.298568625;9.530503186;3.788198321;0.486235861;9.057179802;2.769269992;2.292957288;9.160626561;2.87286971;82.28;15.66763393;16.93633203;25.96918306;21.60942731;32.60396596;6.716297932;0.16539355;24.63150011;7.972465847;;;;;;
Z35;Zooplankton;July;Stadt;3.259395298;0.040148517;11.00913892;2.429008181;6.182691573;2.776748582;0.333964844;6.25520396;1.900829737;1.650151427;6.480674411;3.217171757;57.51;12.51990091;11.82735844;18.39711932;13.1547348;24.34725934;4.649307174;0.171683385;18.50373467;5.843524674;;;;;;
Z36;Zooplankton;July;Stadt;4.057140554;0.047767967;13.46879488;2.938848987;7.242390056;3.468201324;0.427095323;8.016089783;2.394430398;2.101349593;8.038486506;4.326431754;70.95;15.85697734;15.03430396;22.69562326;15.32709292;30.8912813;5.826829031;0.227676127;23.47349197;7.41778933;;;;;;
Z13;Zooplankton;June;Dach;0.301300265;0;4.203869482;0.984703523;4.326648632;1.574818534;0.218070102;4.069543027;0.682974382;1.566159246;3.341749098;0.115707009;24.8;5.340345101;6.545406045;6.056850045;6.323236209;11.88575115;2.351313437;0.081105666;8.455757358;3.429993788;;;;;;
Z14;Zooplankton;June;Dach;0.59299442;0;8.018511248;1.881508717;8.150588494;2.792071988;0.423171082;6.886430603;1.177043304;2.968144454;6.909402016;0.379945373;46.88;10.88978276;11.27871698;11.6143679;12.12287469;22.16849974;4.47453775;0.159302744;15.84361394;6.324885793;;;;;;
Z15;Zooplankton;June;Dach;0.710194073;0;8.653164995;2.00044486;7.843573099;3.106645618;0.338679737;7.797404609;1.330716512;2.770257021;6.298457472;0.338612037;48.54;10.00024309;12.57344648;12.51755699;12.54710522;22.57368957;4.230821247;0.208261266;16.18811102;6.385578551;;;;;;
Z22;Zooplankton;June;Durn;0.327787076;0;3.594806033;1.357375546;5.391372009;2.062656829;0.089213906;2.920396112;0.60347513;1.67186031;3.270911371;0.246720761;28.82;5.60983641;5.910941072;6.21860253;9.837209508;11.52077748;4.777997792;0.089381319;7.33868989;4.182087593;;;;;;
Z23;Zooplankton;June;Durn;0.368956792;0;2.345737382;0.875898942;3.608465101;1.204042314;0.057271697;1.72897131;0.403011387;0.975624701;1.991964793;0.179149135;18.49;3.399485078;3.544727509;4.20472476;6.535676177;6.944212587;2.864187639;0.08742559;4.474591823;2.469620764;;;;;;
Z24;Zooplankton;June;Durn;0.226971735;0;2.116415232;0.794292304;2.762056268;1.125011226;0.054486664;1.724735375;0.391470161;0.939072185;1.975607088;0.44338507;16.64;3.664566871;3.448626369;3.671400199;5.237607494;7.113193239;2.467423149;0.061895376;4.740757543;2.372435696;;;;;;
Z10;Zooplankton;June;Eng;1.572673063;0.046319725;14.58545479;3.789485001;10.28313251;2.316633619;0.32424229;17.93312129;14.85948014;1.731898822;16.50082014;2.866858053;104.49;24.02875854;35.43347734;23.13700413;17.38634922;59.46223588;10.78282573;0.560388808;54.73431954;4.727916343;;;;;;
Z11;Zooplankton;June;Eng;1.121792077;0;9.271661066;2.642530221;6.74277534;1.494362275;0.191880654;10.09216733;7.59674274;1.263436013;9.921194511;3.123698373;65.55;16.37510075;19.375153;15.59479768;11.31739669;35.75025375;7.300134486;0.527441889;32.54802915;3.202224596;;;;;;
Z12;Zooplankton;June;Eng;1.087562422;0;11.49382243;3.001293025;7.411282566;1.763336002;0.181616092;15.15424887;13.42643146;1.133753297;13.53469575;1.501667129;82.69;18.47630503;30.52563242;17.55065452;12.65137681;49.00193745;7.588202758;0.264758284;45.64073712;3.361200321;;;;;;
Z16;Zooplankton;June;Ger;0.638118087;0;7.105979841;1.736398904;7.684313144;2.313446579;0.182480913;7.199269359;2.338170402;1.266793905;5.970786464;0.951032236;44.12;9.124839407;12.03336725;10.55683761;11.05430506;21.15820666;3.929679235;0.080880326;17.189892;3.968314656;;;;;;
Z17;Zooplankton;June;Ger;0.779578562;0;8.73609259;2.263193684;9.40359572;2.942979919;0.22988029;8.415070705;2.788213553;1.557507053;7.530348233;1.88270311;56.19;12.38841019;15.07920107;13.25016239;13.63236742;27.46761125;5.136931815;0.166978151;21.70815961;5.759451639;;;;;;
Z18;Zooplankton;June;Ger;1.164416145;0;13.24699164;2.905653215;14.31154937;4.70445037;0.346580511;13.43011284;4.576827193;2.172847424;10.53278348;1.692996557;83.1;16.23782952;24.165748;19.30052265;20.65531479;40.40357752;7.321005273;0.201943227;31.69468693;8.708890586;;;;;;
Z4;Zooplankton;June;Herr;0.662339126;0;11.10469928;2.235286269;15.04440106;3.85309645;0.570004134;15.28205913;2.912016305;2.214551879;7.504481085;0.850480281;70.32;11.74038026;22.61717602;15.59572847;19.29787968;34.35755628;5.018900666;0.166720492;27.50379143;6.853764839;;;;;;
Z5;Zooplankton;June;Herr;1.161974694;0;17.43626507;3.454434686;23.50866112;6.361705831;0.754224028;25.01455276;4.793243505;3.119515005;10.95453394;1.510656194;110.87;17.34687766;36.92372613;24.51466059;30.35316296;54.27060379;7.51527895;0.264915171;43.7229136;10.54769019;;;;;;
Z6;Zooplankton;June;Herr;1.220949006;0;15.73681023;3.164275438;18.91479696;5.276971085;1.046136343;20.96215662;4.509192034;2.69381028;9.005152934;3.55609683;98.11;17.35741988;31.79445608;22.27003574;25.00119033;49.15187596;6.208786451;0.239389151;39.71143746;9.440438501;;;;;;
Z1;Zooplankton;June;Jag;2.156461861;0.052706843;27.07240749;4.23222835;24.67693918;7.413694427;1.036320753;28.86878925;6.890118131;2.816812277;14.31521521;2.828839966;139.59;23.07902471;44.20892256;37.07569178;32.30798925;67.28794726;9.47003866;0.596768196;55.37593753;11.91200974;;;;;;
Z2;Zooplankton;June;Jag;1.461574717;0;17.7250798;3.207037044;16.26278169;5.153591189;0.619261079;18.74535268;4.391462504;2.433221534;9.942748254;1.580415621;93.58;16.07458185;28.90966745;24.83543696;21.77976436;44.9842493;6.558895867;0.362670642;36.23117348;8.753075817;;;;;;
Z3;Zooplankton;June;Jag;1.11071697;0;14.90273869;2.50036639;14.48503444;4.176696803;0.625044471;15.82243407;3.522219304;1.90495712;8.948249246;1.189218365;78.7;13.72785214;24.14639465;20.51759522;18.79373626;37.8742468;5.689957029;0.260829508;30.83720453;7.037042269;;;;;;
Z25;Zooplankton;June;Kieb;0.871890741;0;4.656703149;1.127257689;4.047934988;1.058574528;0.24008311;2.367781262;0.768089835;1.309341576;4.363867774;0.598123004;27.31;6.699258626;4.634329989;7.717525267;7.255716415;11.33358862;3.245154286;0.11960864;8.367961322;2.96562729;;;;;;
Z26;Zooplankton;June;Kieb;0.625933731;0.012268006;3.262166621;0.716329066;2.700720829;0.737324337;0.170506912;1.697027757;0.476495756;0.810598029;3.155948581;0.478517601;18.65;4.742603747;3.351162633;5.283554631;4.618753694;8.09376638;2.052046999;0.067150335;5.986020321;2.107746059;;;;;;
Z27;Zooplankton;June;Kieb;1.675825853;0.045761264;7.82733813;1.708445405;7.479902466;1.744579809;0.420403297;3.726645781;1.265809193;2.354226033;7.466518429;0.61395679;47.15;11.09521461;7.456440539;12.95882039;13.62352845;18.55165515;6.00252165;0.108667825;13.46184525;5.089809904;;;;;;
Z19;Zooplankton;June;NL;1.244796762;0.017074153;5.066065174;1.201522534;2.891602026;1.036968793;0.238699682;4.152011042;2.266212657;1.104861843;3.053834572;0.610596468;28.98;5.412084147;8.007668354;8.369680834;5.979054374;13.4197525;3.045592406;0.067581771;10.47651279;2.943239717;;;;;;
